Prev_LAT,Prev_LON,Prev_WIND,Prev_PRES
23.2286,68.1571,30.0,1000.0
23.2017,67.9516,30.0,1000.0
23.08,67.7,30.0,1000.0
22.8225,67.4276,27.0,1001.0
22.5,67.4,25.0,1002.0
22.2,67.35,25.0,1002.0
21.9,67.3,25.0,1002.0
21.5925,67.2425,25.0,1002.0
21.3,67.2,25.0,1002.0
21.0349,67.1549,25.0,1002.0
20.8,67.2,25.0,1002.0
20.6002,67.4427,25.0,1002.0
20.4,67.7,25.0,1002.0
20.1574,67.7874,25.0,1002.0
19.9,67.8,25.0,1002.0
19.635,67.7999,25.0,1002.0
19.4,67.8,25.0,1002.0
19.235,67.8425,22.0,1003.0
19.1,67.9,20.0,1004.0
18.9425,67.9575,20.0,1004.0
18.8,68.0,20.0,1004.0
18.6925,68.0,20.0,1004.0
18.6,68.0,20.0,1004.0
18.5,68.0425,20.0,1004.0
18.4,68.1,20.0,1004.0
18.3,68.15,22.0,1003.0
18.2,68.2,25.0,1002.0
18.0925,68.2425,25.0,1002.0
18.0,68.3,25.0,1002.0
17.92,68.385,25.0,1002.0
17.9,68.5,25.0,1002.0
17.9775,68.6799,25.0,1002.0
18.1,68.8,25.0,1002.0
18.1925,68.7226,25.0,1002.0
18.3,68.6,25.0,1002.0
18.4425,68.585,25.0,1002.0
18.6,68.6,25.0,1002.0
18.7575,68.585,25.0,1002.0
18.9,68.6,25.0,1002.0
19.0,68.6925,25.0,1002.0
19.1,68.8,25.0,1002.0
19.25,68.85,25.0,1002.0
19.4,68.9,25.0,1002.0
19.5,68.9925,25.0,1002.0
19.6,69.1,25.0,1002.0
19.7275,69.1926,25.0,1002.0
19.9,69.3,25.0,1002.0
20.1349,69.4201,25.0,1002.0
20.4,69.6,25.0,1002.0
20.6801,69.8848,25.0,1002.0
20.9,70.2,25.0,1002.0
20.99,70.4677,25.0,1002.0
9.4,67.8,20.0,1004.0
9.73245,67.4826,20.0,1004.0
10.0,67.1,20.0,1004.0
10.1776,66.64,20.0,1004.0
10.4,66.3,20.0,1004.0
10.8199,66.2749,22.0,1003.0
11.3,66.4,25.0,1002.0
11.7225,66.4775,25.0,1002.0
12.08,66.68,25.0,1002.0
12.3436,66.8666,25.0,1002.0
12.5719,67.0,25.0,1002.0
12.8044,67.0762,25.0,1002.0
13.0505,67.1,25.0,1002.0
13.2788,67.0401,25.0,1002.0
13.4974,66.95,25.0,1002.0
13.7092,66.8925,25.0,1002.0
13.9,66.85,25.0,1002.0
14.0619,66.8287,25.0,1002.0
14.1591,66.8,25.0,1002.0
14.1634,66.7325,27.0,1001.0
14.1318,66.65,30.0,1000.0
14.1325,66.5713,32.0,998.0
14.1791,66.5,35.0,997.0
14.2284,66.4425,35.0,997.0
14.25,66.4,35.0,997.0
14.1784,66.4081,35.0,997.0
14.0778,66.412,35.0,997.0
13.9929,66.3739,35.0,997.0
13.9488,66.2655,35.0,997.0
13.9563,66.0612,37.0,995.0
14.108,65.7819,40.0,994.0
14.3591,65.4711,40.0,994.0
14.6,65.1,40.0,994.0
14.693,64.6775,40.0,994.0
14.7273,64.1937,40.0,994.0
14.7544,63.6667,37.0,995.0
14.776,63.1048,35.0,997.0
14.7999,62.5287,35.0,997.0
14.8501,61.9025,35.0,997.0
14.9037,61.3075,35.0,997.0
14.95,60.8,35.0,997.0
14.9703,60.2977,35.0,997.0
14.9593,59.7964,35.0,997.0
14.9457,59.2782,35.0,997.0
14.8431,58.7548,35.0,997.0
14.5799,58.2387,35.0,997.0
14.2505,57.6482,35.0,997.0
13.8566,57.1384,30.0,999.0
13.42,56.74,25.0,1002.0
13.0699,56.3651,25.0,1002.0
12.8,55.9,25.0,1002.0
12.5699,55.4151,25.0,1002.0
12.4,54.9,25.0,1002.0
12.2924,54.3577,25.0,1002.0
12.2,53.8,25.0,1002.0
12.0652,53.2473,25.0,1002.0
9.63333,134.167,20.0,1004.0
10.0518,133.196,25.0,1002.0
10.4333,132.3,30.0,1000.0
10.7637,131.519,30.0,1000.0
11.1231,130.731,30.0,1000.0
11.6111,129.847,32.0,998.0
12.0467,128.967,35.0,997.0
12.2965,128.077,35.0,997.0
12.375,127.275,35.0,997.0
12.314,126.698,35.0,997.0
12.325,126.35,35.0,997.0
12.6673,126.212,35.0,997.0
13.1,126.15,35.0,997.0
13.4181,125.951,35.0,997.0
13.65,125.725,35.0,997.0
13.7651,125.506,35.0,997.0
13.85,125.35,35.0,997.0
14.0118,125.372,37.0,995.0
14.2,125.35,40.0,994.0
14.4289,125.061,42.0,992.0
14.575,124.675,45.0,991.0
14.5031,124.322,50.0,987.0
14.375,124.025,55.0,984.0
14.3506,123.834,55.0,984.0
14.375,123.725,55.0,984.0
14.4206,123.654,57.0,982.0
14.5,123.625,60.0,980.0
14.6012,123.596,62.0,978.0
14.725,123.6,65.0,976.0
14.8475,123.661,70.0,971.0
15.0,123.725,75.0,967.0
15.22,123.734,82.0,960.0
15.425,123.725,90.0,954.0
15.5312,123.714,97.0,946.0
15.6,123.725,105.0,938.0
15.695,123.781,110.0,932.0
15.775,123.875,115.0,927.0
15.8331,123.996,115.0,927.0
15.85,124.125,115.0,927.0
15.83,124.248,110.0,932.0
15.75,124.325,105.0,938.0
15.6287,124.328,105.0,938.0
15.425,124.275,105.0,938.0
15.1131,124.214,97.0,946.0
14.775,124.1,90.0,954.0
14.5248,123.966,87.0,956.0
14.275,123.7,85.0,958.0
13.9745,123.227,82.0,960.0
13.625,122.65,80.0,963.0
13.1917,122.119,77.0,965.0
12.8,121.55,75.0,967.0
12.5583,120.883,70.0,971.0
12.425,120.25,65.0,976.0
12.3503,119.79,62.0,978.0
12.325,119.375,60.0,980.0
12.3093,118.898,62.0,978.0
12.275,118.375,65.0,976.0
12.1681,117.795,65.0,976.0
12.05,117.2,65.0,976.0
11.9762,116.629,67.0,974.0
11.925,116.1,70.0,972.0
11.8874,115.629,75.0,967.0
11.85,115.2,80.0,963.0
11.8006,114.773,85.0,958.0
11.725,114.375,90.0,954.0
11.6206,114.014,87.0,956.0
11.475,113.675,85.0,958.0
11.2769,113.313,85.0,958.0
11.075,113.0,85.0,958.0
10.9262,112.794,80.0,962.0
10.8,112.625,75.0,967.0
10.6712,112.413,70.0,971.0
10.55,112.2,65.0,976.0
10.445,112.024,65.0,976.0
10.325,111.825,65.0,976.0
10.1481,111.549,65.0,976.0
9.975,111.25,65.0,976.0
9.86373,110.982,62.0,978.0
9.775,110.725,60.0,980.0
9.68619,110.488,57.0,982.0
9.575,110.225,55.0,984.0
9.41118,109.911,55.0,984.0
9.225,109.525,55.0,984.0
9.05178,109.081,52.0,985.0
8.875,108.55,50.0,987.0
8.67245,107.944,45.0,990.0
8.5,107.213,40.0,994.0
8.38558,106.417,40.0,994.0
8.36154,105.523,40.0,994.0
8.49238,104.532,40.0,994.0
8.63333,103.667,40.0,994.0
8.61418,102.741,37.0,995.0
8.6,101.864,35.0,997.0
8.70348,101.086,32.0,998.0
8.9375,100.45,30.0,1000.0
9.38332,99.8979,30.0,1000.0
9.95,99.575,30.0,1000.0
10.595,99.5641,27.0,1001.0
1.6,72.4,20.0,1004.0
1.57002,71.94,20.0,1004.0
1.5,71.5,20.0,1004.0
1.36499,71.0925,20.0,1004.0
1.2,70.7,20.0,1004.0
1.04249,70.3075,25.0,1002.0
0.9,69.9,30.0,1000.0
0.770002,69.4425,32.0,998.0
0.7,69.0,35.0,997.0
0.712492,68.6425,37.0,995.0
0.8,68.3,40.0,994.0
0.927498,67.9075,42.0,992.0
1.1,67.5,45.0,991.0
1.28499,67.1,47.0,989.0
1.5,66.7,50.0,987.0
1.72749,66.3075,55.0,983.0
2.0,65.9,60.0,980.0
2.32751,65.4425,62.0,978.0
2.7,65.0,65.0,976.0
3.09247,64.635,65.0,976.0
3.5,64.3,65.0,976.0
3.81999,63.96,60.0,980.0
4.03333,63.7333,55.0,984.0
4.19424,63.3742,57.0,982.0
4.8,62.95,60.0,980.0
5.21502,62.4363,62.0,978.0
5.6,61.65,65.0,976.0
5.95748,61.1425,65.0,976.0
6.05,60.65,65.0,976.0
6.14625,60.4062,65.0,976.0
6.25,59.95,65.0,976.0
6.62121,59.81,62.0,978.0
7.0,59.45,60.0,980.0
7.13248,59.3325,57.0,982.0
7.25,59.2,55.0,984.0
7.59374,58.5363,52.0,985.0
7.65,58.35,50.0,987.0
7.68669,58.0732,47.0,989.0
7.73251,57.6996,45.0,991.0
7.80992,57.2543,45.0,991.0
7.90655,56.7677,45.0,991.0
8.02876,56.2638,45.0,991.0
8.12884,55.7645,45.0,991.0
8.15737,55.3473,42.0,992.0
8.16,55.0,40.0,994.0
8.19249,54.6925,40.0,994.0
8.2,54.4,40.0,994.0
8.24997,54.1425,40.0,994.0
8.3,53.9,40.0,994.0
8.31498,53.65,40.0,994.0
8.3,53.4,40.0,994.0
8.27243,53.1725,37.0,995.0
8.2,52.9,35.0,997.0
8.07252,52.5225,32.0,998.0
7.9,52.1,30.0,1000.0
7.72242,51.7151,30.0,1000.0
7.5,51.3,30.0,1000.0
7.22996,50.8225,30.0,1000.0
6.9,50.3,30.0,1000.0
6.56739,49.7727,27.0,1001.0
6.1,49.2,25.0,1002.0
5.37991,48.5799,25.0,1002.0
4.6,47.9,25.0,1002.0
4.00017,47.045,25.0,1002.0
3.4,46.4,25.0,1002.0
2.68744,46.2852,22.0,1003.0
3.5,85.1,15.0,1006.0
3.51686,84.9668,15.0,1006.0
3.53697,84.837,15.0,1006.0
3.5636,84.7136,15.0,1006.0
3.6,84.6,15.0,1006.0
3.64755,84.4976,17.0,1005.0
3.7,84.4,20.0,1004.0
3.75,84.3075,20.0,1004.0
3.8,84.2,20.0,1004.0
3.835,84.05,22.0,1003.0
3.9,83.9,25.0,1002.0
4.02,83.7925,27.0,1001.0
4.2,83.7,30.0,1000.0
4.435,83.5925,30.0,1000.0
4.7,83.5,30.0,1000.0
4.965,83.4425,27.0,1001.0
5.2,83.4,25.0,1002.0
5.365,83.35,25.0,1002.0
5.5,83.3,25.0,1002.0
5.65,83.2425,25.0,1002.0
5.8,83.2,25.0,1002.0
5.95,83.1925,25.0,1002.0
6.1,83.2,25.0,1002.0
6.25,83.2075,25.0,1002.0
6.4,83.2,25.0,1002.0
6.55,83.1575,22.0,1003.0
6.7,83.1,20.0,1004.0
6.85,83.0475,20.0,1004.0
4.0,89.8,20.0,1004.0
4.21,89.8775,20.0,1004.0
4.4,89.9,20.0,1004.0
4.5575,89.83,20.0,1004.0
4.7,89.7,20.0,1004.0
4.84999,89.5725,20.0,1004.0
5.0,89.4,20.0,1004.0
5.17997,89.1875,20.0,1004.0
5.3,88.9,20.0,1004.0
5.25754,88.5074,22.0,1003.0
5.2,88.1,25.0,1002.0
5.27749,87.7625,27.0,1001.0
5.4,87.5,30.0,1000.0
5.49248,87.2975,30.0,1000.0
5.58,87.16,30.0,1000.0
5.68166,87.1367,30.0,1001.0
5.72857,87.1714,30.0,1002.0
5.70126,87.2288,30.0,1001.0
5.65,87.3,30.0,1000.0
5.5575,87.3187,30.0,1000.0
5.45,87.3,30.0,1000.0
5.36,87.2612,32.0,998.0
5.3,87.2,35.0,997.0
5.2925,87.125,35.0,997.0
5.3,87.05,35.0,997.0
5.27499,87.0,35.0,997.0
5.25,86.95,35.0,997.0
5.25375,86.875,35.0,997.0
5.25,86.8,35.0,997.0
5.21125,86.7387,35.0,997.0
5.15,86.7,35.0,997.0
5.07875,86.6925,35.0,997.0
5.0,86.7,35.0,997.0
4.9025,86.7038,35.0,997.0
4.85,86.7,35.0,997.0
4.91,86.44,35.0,997.0
5.0,86.4,35.0,997.0
5.02501,86.3075,35.0,997.0
5.05,86.2,35.0,997.0
5.13624,86.125,32.0,998.0
5.2,86.05,30.0,1000.0
5.17626,85.9425,27.0,1001.0
5.15714,85.6571,25.0,1002.0
4.83583,85.7058,22.0,1003.0
14.7,119.6,15.0,1006.0
14.8878,119.045,15.0,1006.0
15.0,118.5,15.0,1006.0
14.9873,117.965,15.0,1006.0
14.9,117.4,15.0,1006.0
14.8377,116.735,15.0,1006.0
14.7,116.1,15.0,1006.0
14.4222,115.627,17.0,1005.0
14.1,115.333,20.0,1004.0
13.8595,114.864,20.0,1004.0
13.6,114.38,20.0,1004.0
13.2899,113.934,20.0,1004.0
12.9,113.533,20.0,1004.0
12.4033,113.109,25.0,1002.0
11.8667,112.9,30.0,1000.0
11.2683,113.079,32.0,998.0
10.9,113.492,35.0,997.0
11.0173,113.92,32.0,998.0
11.38,114.267,30.0,1000.0
11.7631,114.385,32.0,998.0
12.275,114.4,35.0,997.0
12.8612,114.522,35.0,997.0
13.575,114.5,35.0,997.0
14.4569,114.232,35.0,997.0
15.325,113.65,35.0,997.0
16.0213,112.716,35.0,997.0
16.525,111.65,35.0,997.0
16.8408,110.747,40.0,994.0
17.0,109.925,45.0,991.0
17.0726,109.174,47.0,989.0
17.15,108.45,50.0,987.0
17.3337,107.714,50.0,987.0
17.6333,106.913,50.0,987.0
18.1333,105.964,47.0,989.0
15.7222,124.2,25.0,1002.0
16.0615,124.065,27.0,1001.0
16.4182,123.918,30.0,1000.0
16.8141,123.746,32.0,998.0
17.2385,123.492,35.0,997.0
17.6689,123.211,35.0,997.0
18.06,122.9,35.0,997.0
18.4037,122.556,37.0,995.0
18.675,122.2,40.0,994.0
18.8244,121.856,45.0,990.0
18.925,121.55,50.0,987.0
19.0581,121.301,50.0,987.0
19.225,121.1,50.0,987.0
19.4568,120.941,52.0,985.0
19.7,120.775,55.0,984.0
19.925,120.548,55.0,984.0
20.075,120.275,55.0,984.0
20.0962,119.981,55.0,984.0
20.05,119.65,55.0,984.0
20.0031,119.288,55.0,984.0
19.975,118.9,55.0,984.0
20.0023,118.517,52.0,985.0
20.075,118.1,50.0,987.0
20.1971,117.585,50.0,987.0
20.3,117.125,50.0,987.0
20.3116,116.886,50.0,987.0
20.275,116.7,50.0,987.0
20.2437,116.404,47.0,989.0
20.175,116.075,45.0,991.0
20.0487,115.752,47.0,989.0
19.9,115.425,50.0,987.0
19.7768,115.111,52.0,985.0
19.65,114.775,55.0,984.0
19.5095,114.368,57.0,982.0
19.35,113.975,60.0,980.0
19.1455,113.674,62.0,978.0
18.975,113.425,65.0,976.0
18.8999,113.206,72.0,969.0
18.9,112.975,80.0,963.0
18.9531,112.676,85.0,958.0
19.025,112.35,90.0,954.0
19.0592,112.064,87.0,956.0
19.075,111.725,85.0,958.0
19.1089,111.253,82.0,960.0
19.075,110.75,80.0,963.0
18.8617,110.331,75.0,967.0
18.675,109.925,70.0,972.0
18.7043,109.477,67.0,974.0
18.85,109.025,65.0,976.0
19.0356,108.587,62.0,978.0
19.225,108.175,60.0,980.0
19.3434,107.833,57.0,982.0
19.425,107.45,55.0,984.0
19.4911,106.934,52.0,985.0
19.55,106.325,50.0,987.0
19.6495,105.652,47.0,989.0
19.7,104.973,45.0,991.0
19.6251,104.374,40.0,994.0
19.4818,103.809,35.0,997.0
19.3732,103.229,32.0,998.0
17.4,85.9,15.0,1006.0
17.6525,85.845,17.0,1005.0
17.9,85.8,20.0,1004.0
18.1425,85.7775,22.0,1003.0
18.4,85.8,25.0,1002.0
18.6849,85.8552,27.0,1001.0
19.0,86.0,30.0,1000.0
19.3576,86.2773,32.0,998.0
19.7,86.6,35.0,997.0
19.9649,86.8577,37.0,995.0
20.2,87.1,40.0,994.0
20.435,87.3651,40.0,994.0
20.7,87.6,40.0,994.0
21.0275,87.7726,40.0,994.0
21.4,87.9,40.0,994.0
21.795,88.0049,37.0,995.0
12.4,87.6,15.0,1006.0
12.3951,87.3,17.0,1005.0
12.4,87.0,20.0,1004.0
12.415,86.7001,20.0,1004.0
12.4,86.4,20.0,1004.0
12.33,86.1,20.0,1004.0
12.2,85.8,20.0,1004.0
12.0074,85.5075,20.0,1004.0
11.8,85.2,20.0,1004.0
11.6839,84.7979,20.0,1004.0
11.6667,84.5,20.0,1004.0
11.7372,84.0329,22.0,1003.0
12.1,83.8,25.0,1002.0
12.2137,83.5963,27.0,1001.0
12.35,83.4,30.0,1000.0
12.4675,83.1775,32.0,998.0
12.6,83.0,35.0,997.0
13.0249,82.1625,35.0,997.0
13.2,81.65,35.0,997.0
13.3325,81.6999,35.0,997.0
13.7,81.75,35.0,997.0
14.0787,81.7225,35.0,997.0
14.2,81.65,35.0,997.0
14.8037,81.315,32.0,998.0
14.9,81.2,30.0,1000.0
15.2537,80.5612,30.0,1000.0
15.35,80.4,30.0,1000.0
15.4288,80.225,30.0,1000.0
15.5,79.95,30.0,1000.0
15.5749,79.7005,30.0,1000.0
15.6284,79.5142,30.0,1000.0
15.6799,79.4035,22.0,1003.0
9.4,96.1,15.0,1006.0
9.56002,95.8076,15.0,1006.0
9.7,95.5,15.0,1006.0
9.82002,95.1775,17.0,1005.0
10.0,94.9,20.0,1004.0
10.3573,94.7724,22.0,1003.0
10.7,94.6,25.0,1002.0
10.845,94.2099,25.0,1002.0
10.9,93.7,25.0,1002.0
10.9798,93.1876,27.0,1001.0
11.0,92.6,30.0,1000.0
10.945,91.915,30.0,1000.0
10.8,91.2,30.0,1000.0
10.52,90.5122,32.0,998.0
10.3,89.9,35.0,997.0
10.3778,89.6362,35.0,997.0
10.5,89.3333,35.0,997.0
10.5486,88.7385,35.0,997.0
10.6,88.3,35.0,997.0
10.6887,87.8462,40.0,994.0
10.8,87.65,45.0,991.0
10.9138,87.4425,45.0,991.0
11.05,87.0,45.0,991.0
11.2324,86.5963,45.0,991.0
11.65,85.95,45.0,991.0
12.0088,85.2713,45.0,991.0
12.3,84.6,45.0,991.0
12.2537,84.4637,45.0,991.0
12.2,84.35,45.0,991.0
12.2313,84.235,42.0,992.0
12.3,84.15,40.0,994.0
12.39,84.1025,40.0,994.0
12.7,84.1,40.0,994.0
12.6613,84.1613,40.0,994.0
12.6,84.2,40.0,994.0
12.5813,84.1112,42.0,992.0
12.6,84.0,45.0,991.0
12.6787,83.9713,45.0,991.0
12.75,83.95,45.0,991.0
12.74,83.8825,45.0,991.0
12.7,83.55,45.0,991.0
12.6787,83.475,40.0,994.0
12.65,83.4,35.0,997.0
12.6037,83.3288,35.0,994.0
12.8,83.0,35.0,991.0
12.7186,82.89,35.0,994.0
12.6,82.5667,35.0,997.0
12.3759,82.4439,32.0,998.0
12.1,82.2,30.0,1000.0
12.1551,81.8076,30.0,1000.0
12.3,81.4,30.0,1000.0
12.4499,81.1275,30.0,1000.0
12.6,80.9,30.0,1000.0
12.7375,80.6425,30.0,1000.0
12.8,80.4,30.0,1000.0
12.7225,80.1849,27.0,1001.0
12.6,80.0,25.0,1002.0
12.5369,79.837,22.0,1003.0
12.5,79.7,20.0,1004.0
12.4829,79.5829,20.0,1004.0
12.4804,79.4804,20.0,1004.0
12.4878,79.3878,20.0,1004.0
8.7,93.0,20.0,1004.0
8.88509,92.6776,20.0,1004.0
9.1,92.4,20.0,1004.0
9.35745,92.1925,20.0,1004.0
9.6,92.0,20.0,1004.0
9.765,91.7575,20.0,1004.0
9.9,91.5,20.0,1004.0
10.0575,91.2575,22.0,1003.0
10.2,91.0,25.0,1002.0
10.285,90.6924,27.0,1001.0
10.4,90.4,30.0,1000.0
10.6274,90.1925,30.0,1000.0
10.9,90.0,30.0,1000.0
11.165,89.765,32.0,998.0
11.4,89.5,35.0,997.0
11.376,89.266,35.0,997.0
11.3,89.1,35.0,997.0
11.3928,88.7714,40.0,994.0
11.3,88.65,45.0,991.0
11.2537,88.5,47.0,989.0
11.2,88.1,50.0,987.0
11.1575,87.9388,52.0,985.0
11.1,87.8,55.0,984.0
11.0037,87.21,55.0,984.0
10.9,86.9,55.0,984.0
10.8175,86.6,55.0,984.0
10.75,86.55,55.0,984.0
10.685,86.4825,55.0,984.0
10.65,86.15,55.0,984.0
10.66,86.0575,55.0,984.0
10.7,85.95,55.0,984.0
10.5037,85.8363,55.0,984.0
10.55,85.45,55.0,984.0
10.5688,85.0288,55.0,984.0
10.55,84.6,55.0,984.0
10.475,84.4537,55.0,984.0
10.4,84.05,55.0,984.0
10.3888,83.8575,57.0,982.0
10.4,83.4,60.0,980.0
10.4,82.95,60.0,980.0
10.4,82.75,60.0,980.0
10.4,82.3,60.0,980.0
10.4,81.85,60.0,980.0
10.3888,81.3887,60.0,980.0
10.4,81.2,60.0,980.0
10.4862,80.8101,57.0,982.0
10.5498,80.4504,55.0,984.0
10.4934,80.1672,50.0,987.0
10.3854,79.9433,45.0,991.0
10.2798,79.7424,45.0,991.0
10.18,79.5,45.0,991.0
10.15,79.1301,37.0,995.0
10.2,78.7,30.0,1000.0
10.1525,78.235,30.0,1000.0
10.0,77.8,30.0,1000.0
9.7374,77.4775,27.0,1001.0
9.4,77.2,25.0,1002.0
9.05751,76.885,25.0,1002.0
8.7,76.6,25.0,1002.0
8.31246,76.3925,25.0,1002.0
8.0,76.2,25.0,1002.0
7.87748,75.9651,25.0,1002.0
7.8,75.7,25.0,1002.0
7.60749,75.4075,25.0,1002.0
7.4,75.1,25.0,1002.0
7.24252,74.7775,25.0,1002.0
7.1,74.5,25.0,1002.0
6.95249,74.32,20.0,1004.0
6.4,89.9,15.0,1005.0
6.86259,89.4101,15.0,1005.0
7.3,88.9,15.0,1006.0
7.68745,88.3575,20.0,1004.0
8.0,87.8,25.0,1002.0
8.27495,87.2426,25.0,1002.0
8.32,86.76,25.0,1002.0
8.20669,86.4315,25.0,1002.0
8.05714,86.2571,25.0,1002.0
7.94245,86.2275,25.0,1002.0
7.85,86.15,25.0,1002.0
7.80625,85.05,25.0,1002.0
7.8,84.95,25.0,1002.0
7.8175,84.5963,27.0,1001.0
7.85,84.5,30.0,1000.0
7.87125,84.4175,32.0,998.0
7.9,84.35,35.0,997.0
7.935,84.2962,35.0,997.0
8.0,84.0,35.0,997.0
8.10999,83.9575,35.0,997.0
8.25,83.9,35.0,997.0
8.64626,83.5538,35.0,997.0
8.8,83.45,35.0,997.0
8.94625,83.3637,37.0,995.0
9.35,83.05,40.0,994.0
9.53249,83.0137,42.0,992.0
9.95,83.0,45.0,991.0
10.3187,82.9962,45.0,991.0
10.4,83.0,45.0,991.0
10.7113,82.75,45.0,991.0
10.75,82.75,45.0,991.0
10.7788,82.75,45.0,991.0
11.05,82.75,45.0,991.0
11.075,82.7425,45.0,991.0
11.1,82.75,45.0,991.0
11.1363,82.7925,45.0,991.0
11.15,82.85,45.0,991.0
11.1037,82.8963,45.0,991.0
11.05,82.95,45.0,991.0
11.2888,83.025,45.0,991.0
11.3,83.1,45.0,991.0
11.3175,83.1537,42.0,992.0
11.35,83.45,40.0,994.0
11.3925,83.75,40.0,994.0
11.45,84.05,40.0,994.0
11.7787,84.35,37.0,995.0
11.85,84.4,35.0,997.0
11.8937,84.45,35.0,997.0
11.9,84.5,35.0,997.0
11.8612,84.5688,35.0,997.0
11.8,84.6,35.0,997.0
11.7313,84.5212,32.0,998.0
11.7,84.45,30.0,1000.0
11.7525,84.5062,30.0,1000.0
11.85,84.6,30.0,1000.0
11.9462,84.6575,30.0,1000.0
12.0571,84.7286,30.0,1000.0
12.2,84.8,30.0,1000.0
12.4,84.9,30.0,1000.0
12.6999,85.0626,30.0,1000.0
12.9,85.2,30.0,1000.0
13.0999,85.4401,27.0,1001.0
13.3,85.8,25.0,1002.0
13.5,86.2551,25.0,1002.0
13.7,86.8,25.0,1002.0
13.9075,87.3925,25.0,1002.0
14.1,88.0,25.0,1002.0
14.2649,88.5726,25.0,1002.0
14.4,89.1,25.0,1002.0
14.4699,89.5803,25.0,1002.0
14.6,90.0,25.0,1002.0
14.8974,90.3725,22.0,1003.0
15.3,90.7,20.0,1004.0
15.7426,91.0048,20.0,1004.0
2.9,81.1,15.0,1006.0
2.94252,80.79,15.0,1006.0
3.0,80.5,15.0,1006.0
3.08499,80.2425,17.0,1005.0
3.2,80.0,20.0,1004.0
3.34249,79.7575,22.0,1003.0
3.5,79.5,25.0,1002.0
3.63498,79.2225,25.0,1002.0
3.8,78.9,25.0,1002.0
4.02748,78.53,27.0,1001.0
4.3,78.1,30.0,1000.0
4.5625,77.6149,32.0,998.0
4.92,77.08,35.0,997.0
5.33583,76.6454,37.0,995.0
5.64631,76.2721,40.0,994.0
5.73598,75.943,42.0,992.0
5.7,75.6,45.0,991.0
5.78997,75.1462,45.0,991.0
6.85,74.2,45.0,991.0
6.87873,73.75,45.0,991.0
6.9,73.3,45.0,991.0
6.94283,72.9043,42.0,992.0
7.0,72.7,40.0,994.0
7.06398,72.286,37.0,995.0
7.1,71.9,35.0,997.0
7.01496,71.4499,32.0,998.0
6.9,71.0,30.0,1000.0
6.82748,70.5425,30.0,1000.0
6.8,70.1,30.0,1000.0
6.81247,69.685,30.0,1000.0
6.9,69.3,30.0,1000.0
7.06247,68.935,30.0,1000.0
7.3,68.6,30.0,1000.0
7.59245,68.3,30.0,1000.0
7.9,68.0,30.0,1000.0
8.18736,67.695,30.0,1000.0
8.4,67.3,30.0,1000.0
8.43502,66.7447,30.0,1000.0
8.5,66.1,30.0,1000.0
8.81239,65.4651,30.0,1000.0
9.2,64.8,30.0,1000.0
9.54494,64.1001,30.0,1000.0
9.8,63.4,30.0,1000.0
9.91741,62.7274,30.0,1000.0
9.9,62.1,30.0,1000.0
9.77983,61.5349,30.0,1000.0
9.6,61.0,30.0,1000.0
9.42742,60.4499,30.0,1000.0
9.3,59.9,30.0,1000.0
9.26984,59.3651,30.0,1000.0
9.3,58.8,30.0,1000.0
9.35746,58.1651,27.0,1001.0
9.4,57.5,25.0,1002.0
9.36488,56.8499,25.0,1002.0
9.3,56.2,25.0,1002.0
9.26488,55.5501,25.0,1002.0
9.2,54.9,25.0,1002.0
9.07023,54.2498,25.0,1002.0
8.4,90.1,20.0,1004.0
8.47753,89.89,22.0,1003.0
8.6,89.7,25.0,1002.0
8.79249,89.555,27.0,1001.0
9.0,89.5,30.0,1000.0
9.15001,89.5924,32.0,998.0
9.3,89.7,35.0,997.0
9.5,89.832,35.0,997.0
9.63333,89.9,35.0,997.0
9.70428,89.7586,40.0,994.0
10.0,89.55,45.0,991.0
10.0862,89.5812,45.0,991.0
10.15,89.65,45.0,991.0
10.1313,89.7713,45.0,991.0
10.4,89.65,45.0,991.0
10.57,89.7437,45.0,991.0
11.05,89.8,45.0,991.0
11.2687,90.0725,45.0,991.0
11.7,90.3,45.0,991.0
12.0587,90.4938,45.0,991.0
12.1,90.4,45.0,991.0
12.0675,90.2599,50.0,987.0
12.05,90.15,55.0,984.0
12.41,90.1338,60.0,980.0
12.55,90.2,65.0,976.0
12.6213,90.335,67.0,974.0
12.95,90.5,70.0,972.0
13.085,90.6213,75.0,967.0
13.25,90.75,80.0,963.0
13.6713,90.925,85.0,958.0
14.1,91.35,90.0,954.0
14.5249,91.7289,102.0,940.0
14.95,92.1,115.0,927.0
15.275,92.3963,117.0,924.0
15.55,92.65,120.0,922.0
15.9787,93.0538,120.0,922.0
16.15,93.2,120.0,922.0
16.55,93.5788,112.0,930.0
16.7,93.7,105.0,938.0
17.1174,94.0564,97.0,946.0
17.5429,94.4572,90.0,954.0
17.9977,94.9498,77.0,965.0
20.0,88.3,15.0,1006.0
20.2025,88.2701,15.0,1006.0
20.4,88.3,15.0,1006.0
20.58,88.4274,15.0,1006.0
20.7,88.6,15.0,1006.0
20.7375,88.7801,17.0,1005.0
20.7,88.9,20.0,1004.0
20.5999,88.91,22.0,1003.0
20.5,88.8,25.0,1002.0
20.4925,88.5951,25.0,1002.0
20.4,88.54,25.0,1002.0
20.4716,88.315,27.0,1001.0
20.4429,88.2,30.0,1000.0
20.4212,87.8575,32.0,998.0
20.4,87.4,35.0,997.0
20.3963,86.6713,32.0,998.0
20.4,85.95,30.0,1000.0
20.3999,85.7637,27.0,1001.0
20.4,85.35,25.0,1002.0
